genre,sold by,daily average.amazon revenue,daily average.author revenue,daily average.gross sales,daily average.publisher revenue,daily average.units sold,publisher.name,publisher.type,statistics.average rating,statistics.sale price,statistics.sales rank,statistics.total reviews,PublisherId
fiction,"Amazon Digital Services,  Inc.",9.57,9.57,47.85,28.71,5,(Small or Medium Publisher),small/medium,5,9.57,48913,4,17574
comics,"Amazon Digital Services,  Inc.",10.99,10.99,54.95,32.97,5,(Small or Medium Publisher),small/medium,0,10.99,48913,0,17575
nonfiction,"Amazon Digital Services,  Inc.",8.97,8.97,44.85,26.91,5,(Small or Medium Publisher),small/medium,4.2,8.97,48915,188,17576
nonfiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4,3.99,48921,3,17577
nonfiction,"Amazon Digital Services,  Inc.",19.23,19.23,96.15,57.69,5,(Single-Author Publisher),single author,5,19.23,48927,1,17578
nonfiction,Random House LLC,9.99,9.99,49.95,29.97,5,Deepak Chopra,big five,4.52,9.99,48929,68,17579
genre fiction,"Amazon Digital Services,  Inc.",8.69,8.69,43.45,26.07,5,(Small or Medium Publisher),small/medium,4.45,8.69,48930,51,17580
genre fiction,Penguin Group (USA) LLC,2.14,2.14,10.7,6.42,5,Penguin,big five,4.1,2.14,48934,810,17581
children,Random House LLC,5.98,5.98,29.9,17.94,5,Alfred A. Knopf BFYR,big five,4.84,5.98,48938,13,17582
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4,2.99,48939,5,17583
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.33,0.99,48942,3,17584
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.5,3.82,48943,20,17585
nonfiction,"Amazon Digital Services,  Inc.",6.95,6.95,34.75,20.85,5,(Single-Author Publisher),single author,4.36,6.95,48949,11,17586
children,"Amazon Digital Services,  Inc.",3.55,3.55,17.75,10.65,5,(Small or Medium Publisher),small/medium,4.62,3.55,48955,16,17587
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,4.14,2.99,48959,28,17588
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Single-Author Publisher),single author,4.72,9.99,48967,51,17589
nonfiction,"Amazon Digital Services,  Inc.",6.83,6.83,34.15,20.49,5,(Small or Medium Publisher),small/medium,4.58,6.83,48981,136,17590
nonfiction,"Amazon Digital Services,  Inc.",6.99,6.99,34.95,20.97,5,(Small or Medium Publisher),small/medium,4.58,6.99,48989,36,17591
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,0,9.99,48990,0,17592
nonfiction,Penguin Group (USA) LLC,17.87,17.87,89.35,53.61,5,Plume,big five,4.84,17.87,48992,19,17593
genre fiction,"Amazon Digital Services,  Inc.",3.99,3.99,19.95,11.97,5,(Small or Medium Publisher),small/medium,4.2,3.99,48993,5,17594
nonfiction,"Amazon Digital Services,  Inc.",7.425,17.325,24.75,0,5,(Indie Publisher),indie,4.33,4.95,48993,3,17595
comics,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.54,9.99,48996,44,17596
children,HarperCollins Publishing,1.99,1.99,9.95,5.97,5,Zonderkidz,big five,4.62,1.99,49000,32,17597
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.7,9.99,49003,47,17598
nonfiction,"Amazon Digital Services,  Inc.",34.0925,18.3575,52.45,0,5,(Indie Publisher),indie,4.43,10.49,49009,46,17599
nonfiction,Macmillan,7.99,7.99,39.95,23.97,5,Holt Paperbacks,big five,4.58,7.99,49010,55,17600
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.3,2.99,49014,10,17601
genre fiction,"Amazon Digital Services,  Inc.",4.61,4.61,23.05,13.83,5,(Small or Medium Publisher),small/medium,4.29,4.61,49025,17,17602
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,4.68,0.99,49030,16,17603
children,HarperCollins Publishing,1.99,1.99,9.95,5.97,5,Zonderkidz,big five,4.21,1.99,49034,47,17604
children,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.38,2.99,49035,26,17605
nonfiction,HarperCollins Christian Publishing,4.28,4.28,21.4,12.84,5,Thomas Nelson,big five,4.43,4.28,49045,199,17606
genre fiction,Penguin Group (USA) LLC,5.99,5.99,29.95,17.97,5,Ace,big five,4.58,5.99,49056,12,17607
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.4,3.82,49063,5,17608
children,HarperCollins Publishers,5.98,5.98,29.9,17.94,5,HarperCollins,big five,4.7,5.98,49066,44,17609
nonfiction,"Amazon Digital Services,  Inc.",13.49,13.49,67.45,40.47,5,(Small or Medium Publisher),small/medium,4.37,13.49,49071,8,17610
comics,Idea & Design Works,1.99,1.99,9.95,5.97,5,(Small or Medium Publisher),small/medium,0,1.99,49074,0,17611
children,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,3.73,2.99,49075,34,17612
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.46,2.99,49079,52,17613
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,5,0.99,49096,4,17614
genre fiction,"Amazon Digital Services,  Inc.",3.79,3.79,18.95,11.37,5,(Small or Medium Publisher),small/medium,4.57,3.79,49102,28,17615
nonfiction,Random House LLC,5.99,5.99,29.95,17.97,5,Crown Archetype,big five,4.23,5.99,49103,119,17616
nonfiction,Penguin Group (USA) LLC,9.99,9.99,49.95,29.97,5,Riverhead,big five,4.1,9.99,49104,424,17617
nonfiction,"Amazon Digital Services,  Inc.",9.94,9.94,49.7,29.82,5,(Small or Medium Publisher),small/medium,4.75,9.94,49105,64,17618
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4,3.82,49106,3,17619
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.5,0.99,49110,2,17620
foreign language,"Amazon Digital Services,  Inc.",13.19,13.19,65.95,39.57,5,(Single-Author Publisher),single author,3.75,13.19,49111,8,17621
genre fiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,3.82,0.99,49115,35,17622
nonfiction,"Amazon Digital Services,  Inc.",3.25,1.75,5,0,5,(Indie Publisher),indie,5,1,49116,1,17623
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.42,2.99,49116,33,17624
children,HarperCollins Publishers,5.98,5.98,29.9,17.94,5,HarperCollins,big five,4.77,5.98,49121,36,17625
genre fiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.69,3.99,49125,43,17626
nonfiction,"Amazon Digital Services,  Inc.",7.99,7.99,39.95,23.97,5,(Single-Author Publisher),single author,4.6,7.99,49130,61,17627
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,3.25,0.99,49138,8,17628
nonfiction,"Amazon Digital Services,  Inc.",9.43,9.43,47.15,28.29,5,(Small or Medium Publisher),small/medium,4.73,9.43,49150,265,17629
children,Random House LLC,5.98,5.98,29.9,17.94,5,Knopf Books for Young Readers,big five,4.4,5.98,49159,22,17630
children,HarperCollins Publishers,5.98,5.98,29.9,17.94,5,HarperCollins,big five,4.82,5.98,49163,35,17631
nonfiction,"Amazon Digital Services,  Inc.",86.92,86.92,434.6,260.76,5,(Small or Medium Publisher),small/medium,4.37,86.92,49165,16,17632
genre fiction,Random House LLC,5.99,5.99,29.95,17.97,5,Del Rey,big five,4.59,5.99,49167,251,17633
nonfiction,Penguin Group (USA) LLC,11.84,11.84,59.2,35.52,5,Penguin Books,big five,4.45,11.84,49174,70,17634
nonfiction,Macmillan,7.99,7.99,39.95,23.97,5,"Farrar, Straus and Giroux",big five,3.86,7.99,49177,228,17635
nonfiction,"Amazon Digital Services,  Inc.",8.63,8.63,43.15,25.89,5,(Small or Medium Publisher),small/medium,3.84,8.63,49198,26,17636
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.25,0.99,49198,12,17637
children,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,3.85,2.99,49200,7,17638
nonfiction,Simon and Schuster Digital Sales Inc,10.38,10.38,51.9,31.14,5,Simon & Schuster,big five,4.06,10.38,49203,274,17639
children,HarperCollins Publishers,9.77,9.77,48.85,29.31,5,HarperCollins,big five,0,9.77,49212,0,17640
genre fiction,Random House LLC,5.99,5.99,29.95,17.97,5,Delacorte Press,big five,3.35,5.99,49218,40,17641
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.69,9.99,49221,52,17642
nonfiction,"Amazon Digital Services,  Inc.",12.1,12.1,60.5,36.3,5,(Small or Medium Publisher),small/medium,4.7,12.1,49228,224,17643
fiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,5,0.99,49230,1,17644
genre fiction,"Amazon Digital Services,  Inc.",4.99,4.99,24.95,14.97,5,(Small or Medium Publisher),small/medium,4.3,4.99,49232,63,17645
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.54,2.99,49233,11,17646
children,Penguin Group (USA) LLC,5.98,5.98,29.9,17.94,5,Grosset & Dunlap,big five,4.63,5.98,49236,44,17647
genre fiction,"Amazon Digital Services,  Inc.",4.61,4.61,23.05,13.83,5,(Small or Medium Publisher),small/medium,4.29,4.61,49239,37,17648
nonfiction,Random House LLC,9.99,9.99,49.95,29.97,5,Three Rivers Press,big five,4.11,9.99,49244,515,17649
nonfiction,"Amazon Digital Services,  Inc.",6.15,6.15,30.75,18.45,5,(Single-Author Publisher),single author,4.48,6.15,49249,41,17650
children,Random House LLC,3.79,3.79,18.95,11.37,5,Random House Books for Young Readers,big five,4.69,3.79,49262,42,17651
children,Simon and Schuster Digital Sales Inc,5.98,5.98,29.9,17.94,5,Aladdin,big five,4.75,5.98,49266,29,17652
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4,2.99,49268,8,17653
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.14,2.99,49269,14,17654
nonfiction,"Amazon Digital Services,  Inc.",5.205,12.145,17.35,0,5,(Indie Publisher),indie,4.47,3.47,49270,23,17655
children,Random House LLC,5.99,5.99,29.95,17.97,5,Knopf Books for Young Readers,big five,4.21,5.99,49275,75,17656
children,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,3.78,0.99,49276,47,17657
nonfiction,Penguin Group (USA) LLC,7.66,7.66,38.3,22.98,5,Signet Classic,big five,4.42,7.66,49279,91,17658
genre fiction,"Amazon Digital Services,  Inc.",3.99,3.99,19.95,11.97,5,(Small or Medium Publisher),small/medium,2.75,3.99,49284,4,17659
nonfiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.18,3.99,49291,22,17660
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,4.63,0.99,49296,11,17661
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.07,9.99,49300,51,17662
children,Simon and Schuster Digital Sales Inc,5.69,5.69,28.45,17.07,5,Aladdin,big five,4.63,5.69,49306,33,17663
genre fiction,Macmillan,7.59,7.59,37.95,22.77,5,Tor Books,big five,4.42,7.59,49311,33,17664
children,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,4.24,0.99,49322,184,17665
nonfiction,"Amazon Digital Services,  Inc.",2.5,2.5,12.5,7.5,5,(Small or Medium Publisher),small/medium,4,2.5,49328,5,17666
nonfiction,Random House LLC,9.99,9.99,49.95,29.97,5,Anchor,big five,4.27,9.99,49334,120,17667
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,5,0.99,49336,3,17668
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,0,9.99,49336,0,17669
nonfiction,Random House LLC,11.29,11.29,56.45,33.87,5,Crown Business,big five,4.28,11.29,49339,104,17670
genre fiction,"Amazon Digital Services,  Inc.",3.44,3.44,17.2,10.32,5,(Small or Medium Publisher),small/medium,4.09,3.44,49341,11,17671
nonfiction,Random House LLC,11.99,11.99,59.95,35.97,5,Schocken,big five,4.64,11.99,49342,64,17672
nonfiction,Random House LLC,10.99,10.99,54.95,32.97,5,Ten Speed Press,big five,4.47,10.99,49344,44,17673
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,3.89,2.99,49359,39,17674
nonfiction,"Amazon Digital Services,  Inc.",5.95,5.95,29.75,17.85,5,(Single-Author Publisher),single author,3.77,5.95,49362,9,17675
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.34,9.99,49368,20,17676
genre fiction,Simon and Schuster Digital Sales Inc,5.69,5.69,28.45,17.07,5,Pocket Books/Star Trek,big five,4.2,5.69,49370,45,17677
nonfiction,"Amazon Digital Services,  Inc.",4.84,4.84,24.2,14.52,5,(Small or Medium Publisher),small/medium,4.29,4.84,49370,17,17678
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.93,3.82,49382,16,17679
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.57,9.99,49391,14,17680
nonfiction,"Amazon Digital Services,  Inc.",5.35,5.35,26.75,16.05,5,(Small or Medium Publisher),small/medium,4.19,5.35,49395,26,17681
genre fiction,"Amazon Digital Services,  Inc.",9.78,9.78,48.9,29.34,5,(Small or Medium Publisher),small/medium,4.15,9.78,49402,71,17682
nonfiction,"Amazon Digital Services,  Inc.",9.94,9.94,49.7,29.82,5,(Small or Medium Publisher),small/medium,4.19,9.94,49405,36,17683
nonfiction,Macmillan,8.89,8.89,44.45,26.67,5,North Point Press,big five,4.7,8.89,49407,44,17684
children,Simon and Schuster Digital Sales Inc,5.98,5.98,29.9,17.94,5,Aladdin,big five,4.56,5.98,49409,23,17685
nonfiction,"Amazon Digital Services,  Inc.",11.94,27.86,39.8,0,5,(Indie Publisher),indie,2.88,7.96,49410,34,17686
nonfiction,Penguin Group (USA) LLC,13,13,65,39,5,Studio,big five,4.62,13,49418,37,17687
nonfiction,Macmillan,8.89,8.89,44.45,26.67,5,Faber & Faber,big five,4.15,8.89,49426,59,17688
nonfiction,"Amazon Digital Services,  Inc.",5.985,13.965,19.95,0,5,(Indie Publisher),indie,4.31,3.99,49430,51,17689
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,5,2.99,49438,2,17690
nonfiction,"Amazon Digital Services,  Inc.",16.48,16.48,82.4,49.44,5,(Single-Author Publisher),single author,4.28,16.48,49438,38,17691
nonfiction,"Amazon Digital Services,  Inc.",4.905,11.445,16.35,0,5,(Indie Publisher),indie,4.5,3.27,49442,22,17692
nonfiction,Simon and Schuster Digital Sales Inc,24.12,24.12,120.6,72.36,5,Scribner,big five,4.69,24.12,49461,339,17693
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.1,2.99,49469,19,17694
children,"Amazon Digital Services,  Inc.",6.4675,3.4825,9.95,0,5,(Indie Publisher),indie,2.4,1.99,49472,5,17695
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,3,2.99,49475,2,17696
genre fiction,Penguin Group (USA) LLC,7.99,7.99,39.95,23.97,5,Berkley,big five,4.31,7.99,49486,22,17697
comics,"Amazon Digital Services,  Inc.",8.53,8.53,42.65,25.59,5,(Small or Medium Publisher),small/medium,4.21,8.53,49496,19,17698
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.85,2.99,49499,7,17699
nonfiction,Macmillan,8.89,8.89,44.45,26.67,5,FSG Originals,big five,4.01,8.89,49505,224,17700
nonfiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,4.2,0.99,49506,5,17701
nonfiction,Random House LLC,11.84,11.84,59.2,35.52,5,Knopf,big five,0,11.84,49520,0,17702
nonfiction,"Amazon Digital Services,  Inc.",5.235,12.215,17.45,0,5,(Indie Publisher),indie,3.75,3.49,49526,8,17703
nonfiction,"Amazon Digital Services,  Inc.",14.72,14.72,73.6,44.16,5,(Small or Medium Publisher),small/medium,4.36,14.72,49528,114,17704
fiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Single-Author Publisher),single author,4.16,2.99,49546,98,17705
nonfiction,"Amazon Digital Services,  Inc.",13.75,13.75,68.75,41.25,5,(Small or Medium Publisher),small/medium,4,13.75,49557,15,17706
children,Simon and Schuster Digital Sales Inc,6.83,6.83,34.15,20.49,5,Little Simon,big five,0,6.83,49558,0,17707
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.78,2.99,49559,14,17708
nonfiction,Macmillan,12.74,12.74,63.7,38.22,5,Times Books,big five,4.64,12.74,49565,71,17709
nonfiction,"Amazon Digital Services,  Inc.",8.59,8.59,42.95,25.77,5,(Small or Medium Publisher),small/medium,4.31,8.59,49566,41,17710
genre fiction,Simon and Schuster Digital Sales Inc,7.59,7.59,37.95,22.77,5,Pocket Books,big five,3.66,7.59,49573,71,17711
nonfiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.53,2.99,49576,15,17712
nonfiction,Random House LLC,7.99,7.99,39.95,23.97,5,Crown Business,big five,4.42,7.99,49579,75,17713
nonfiction,"Amazon Digital Services,  Inc.",3.49,3.49,17.45,10.47,5,(Single-Author Publisher),single author,3.7,3.49,49580,10,17714
children,Simon and Schuster Digital Sales Inc,5.69,5.69,28.45,17.07,5,Aladdin,big five,4.77,5.69,49588,44,17715
comics,"Amazon Digital Services,  Inc.",10.99,10.99,54.95,32.97,5,(Small or Medium Publisher),small/medium,3.88,10.99,49589,25,17716
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,5,0.99,49591,1,17717
fiction,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Small or Medium Publisher),small/medium,3.5,0.99,49599,6,17718
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Small or Medium Publisher),small/medium,4.38,9.99,49601,26,17719
nonfiction,Simon and Schuster Digital Sales Inc,10.38,10.38,51.9,31.14,5,Scribner,big five,4.78,10.38,49603,73,17720
nonfiction,"Amazon Digital Services,  Inc.",3.2175,1.7325,4.95,0,5,(Indie Publisher),indie,4.09,0.99,49606,42,17721
genre fiction,"Amazon Digital Services,  Inc.",3.79,3.79,18.95,11.37,5,(Small or Medium Publisher),small/medium,4.59,3.79,49609,10,17722
children,"Amazon Digital Services,  Inc.",0.99,0.99,4.95,2.97,5,(Single-Author Publisher),single author,4.69,0.99,49609,33,17723
nonfiction,"Amazon Digital Services,  Inc.",6.15,6.15,30.75,18.45,5,(Small or Medium Publisher),small/medium,4.66,6.15,49611,9,17724
children,"Amazon Digital Services,  Inc.",5.38,5.38,26.9,16.14,5,(Small or Medium Publisher),small/medium,4.39,5.38,49615,23,17725
nonfiction,"Amazon Digital Services,  Inc.",17.27,17.27,86.35,51.81,5,(Small or Medium Publisher),small/medium,4.26,17.27,49618,52,17726
nonfiction,Macmillan,7.59,7.59,37.95,22.77,5,St. Martin's Griffin,big five,3.81,7.59,49619,37,17727
nonfiction,"Amazon Digital Services,  Inc.",6.4675,3.4825,9.95,0,5,(Indie Publisher),indie,4,1.99,49623,6,17728
children,Penguin Group (USA) LLC,5.98,5.98,29.9,17.94,5,Grosset & Dunlap,big five,4.61,5.98,49623,18,17729
genre fiction,"Amazon Digital Services,  Inc.",4.485,10.465,14.95,0,5,(Indie Publisher),indie,4.82,2.99,49626,78,17730
nonfiction,"Amazon Digital Services,  Inc.",12.33,12.33,61.65,36.99,5,(Small or Medium Publisher),small/medium,3.66,12.33,49632,12,17731
nonfiction,"Amazon Digital Services,  Inc.",3.99,3.99,19.95,11.97,5,(Small or Medium Publisher),small/medium,4.78,3.99,49642,14,17732
nonfiction,"Amazon Digital Services,  Inc.",2.99,2.99,14.95,8.97,5,(Small or Medium Publisher),small/medium,4.05,2.99,49648,56,17733
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.8,3.82,49651,5,17734
children,"Amazon Digital Services,  Inc.",3.74,3.74,18.7,11.22,5,(Small or Medium Publisher),small/medium,4.75,3.74,49656,32,17735
nonfiction,"Amazon Digital Services,  Inc.",9,21,30,0,5,(Indie Publisher),indie,4.8,6,49670,31,17736
nonfiction,"Amazon Digital Services,  Inc.",9.99,9.99,49.95,29.97,5,(Single-Author Publisher),single author,4.52,9.99,49678,51,17737
children,"Amazon Digital Services,  Inc.",7.03,7.03,35.15,21.09,5,(Small or Medium Publisher),small/medium,4.42,7.03,49679,14,17738
genre fiction,"Amazon Digital Services,  Inc.",3.82,3.82,19.1,11.46,5,(Small or Medium Publisher),small/medium,4.8,3.82,49682,10,17739
genre fiction,"Amazon Digital Services,  Inc.",7.69,7.69,38.45,23.07,5,(Small or Medium Publisher),small/medium,4.04,7.69,49685,72,17740
genre fiction,Simon and Schuster Digital Sales Inc,6.83,6.83,34.15,20.49,5,Pocket Books/Star Trek,big five,4.37,6.83,49688,138,17741
